Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,Latency,Throughput
Habana Gaudi2,1,Deepspeed,meta-llama/Meta-Llama-3-8B,256,1,1.9579914230271245,261.4924631326677
Habana Gaudi2,1,Deepspeed,meta-llama/Meta-Llama-3-8B,256,16,2.468113020993769,3319.134873613505
Habana Gaudi2,1,Deepspeed,meta-llama/Meta-Llama-3-8B,256,32,2.989607352996245,5480.318337984961
Habana Gaudi2,1,Deepspeed,meta-llama/Meta-Llama-3-8B,256,64,4.07221373799257,8046.728906757543
Habana Gaudi2,1,Deepspeed,meta-llama/Meta-Llama-3-8B,512,1,3.950534044997767,259.20546142276794
Habana Gaudi2,1,Deepspeed,meta-llama/Meta-Llama-3-8B,512,16,5.364247567020357,3054.2960210728515
Habana Gaudi2,1,Deepspeed,meta-llama/Meta-Llama-3-8B,512,32,6.837148190010339,4792.641477023543
Habana Gaudi2,1,Deepspeed,meta-llama/Meta-Llama-3-8B,1024,1,8.028635833004955,255.0869216885972
Habana Gaudi2,1,Deepspeed,meta-llama/Meta-Llama-3-8B,1024,16,12.298001794028096,2664.497903709213
Habana Gaudi2,1,Deepspeed,meta-llama/Meta-Llama-3-8B,1024,32,16.69220841798233,3926.143165657985
Habana Gaudi2,1,Deepspeed,meta-llama/Meta-Llama-3-8B,2048,1,16.56315507303225,247.29587943477108
Habana Gaudi2,1,Deepspeed,meta-llama/Meta-Llama-3-8B,2048,16,31.78949856798863,2061.561300183369
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,128,1,0.9189981239615008,278.56422480654
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,128,16,1.1335245739901438,3613.507897390864
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,128,32,1.3402350319665857,6112.360746144293
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,128,64,1.7758654649951495,9225.924104585676
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,256,1,1.88193318300182,272.060668585121
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,256,16,2.3739027379779145,3450.8574715145783
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,256,32,2.879130802000873,5690.606341543712
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,256,64,3.923696284997277,8351.308974981672
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,512,1,3.794518879032694,269.8629345760536
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,512,16,5.17405101202894,3166.571021798878
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,512,32,6.603879793954548,4961.931625405587
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,512,64,9.552174950949848,6860.845863536371
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,1024,1,7.717790350026917,265.36092678299525
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,1024,16,11.893040701979771,2755.224742024576
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,1024,32,16.212937028030865,4042.2040674489463
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,2048,1,15.938121835002676,256.99389441261053
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,2048,16,30.9686527440208,2116.204425865869
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,128,1,0.760120477003511,336.7887167165706
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,128,16,0.9667620880063624,4236.823155163946
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,128,32,1.166484639979899,7022.810004717393
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,128,64,1.5783024989650585,10380.773020852146
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,256,1,1.5563811280298978,328.96826540688085
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,256,16,2.006650987023022,4082.423925723768
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,256,32,2.4245781040517613,6757.464307963669
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,512,1,3.131939690967556,326.95393303810835
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,512,16,4.235447223996744,3868.3046048061433
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,1024,1,6.349266319011804,322.5569533707557
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,2048,1,13.024504002009053,314.4841446068261
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,128,1,0.7869167950120755,325.32029005184927
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,128,16,0.7999928849749267,5120.045536565462
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,128,32,0.8158416080405004,10041.16475460924
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,128,64,1.0236722140107304,16005.123296067366
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,256,1,1.45195448002778,352.62813472651294
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,256,16,1.6734768759924918,4895.197607759926
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,256,32,1.9010892130318096,8618.217329144278
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,256,64,2.1635776559705846,15145.284898637125
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,512,1,2.7542269750265405,371.7921613886352
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,512,16,3.1080502210534178,5271.472091736966
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,512,32,3.5341992070316337,9271.690156798426
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,1024,1,5.565569655969739,367.9767079733294
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,2048,1,10.916960312984884,375.1960145103874
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,128,1,0.7751899370341562,330.2416450082481
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,128,16,0.8777222280041315,4666.624439162227
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,128,32,0.8929238520213403,9174.354544853411
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,128,64,1.1297526760026813,14502.289171794902
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,256,1,1.5745578199857846,325.1706564860365
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,256,16,1.8371052959701049,4459.189148259528
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,256,32,1.7534375570248812,9343.931259120116
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,256,64,2.043743592977989,16033.32243466654
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,512,1,3.3768610930419527,303.2401901606079
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,512,16,3.2438139989972115,5050.844470448962
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,512,32,3.73553099198034,8771.9791564702
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,1024,1,6.021601563028526,340.1088528630532
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,1024,16,6.744603114027996,4858.402999554762
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,2048,1,12.096412080980372,338.6128029186679
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-72B,128,1,4.943636690964922,51.78374059482771
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-72B,128,16,6.324256095045712,647.6651069220172
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-72B,256,1,9.9982023909688,51.2092054130131
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-72B,512,1,20.099531110026877,50.94646210374362
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-72B,1024,1,40.44004151102854,50.64287581014186
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-72B,2048,1,82.9520594960195,49.37791809974952
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-72B,128,1,3.3571071270271204,76.25613074394212
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-72B,128,16,4.060227067035157,1008.81057447631
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-72B,128,32,4.8060997250140645,1704.5006281004764
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-72B,256,1,6.747716692974791,75.877518766171
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-72B,256,16,8.28524744900642,988.7453634209076
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-72B,512,1,13.537234667048324,75.64321851438173
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-72B,1024,1,27.32225874101277,74.95719952779004
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-72B,2048,1,55.60315428697504,73.66488560810807
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,128,1,0.9296163179678842,275.38242934419327
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,128,16,1.1135078949737365,3678.465162653032
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,128,32,1.3147409779485315,6230.885122925479
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,128,64,1.6988864380400628,9643.964206872806
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,256,1,1.865862627979368,274.40390965677324
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,256,16,2.3011973540415056,3559.8858940163045
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,256,32,2.744080943986773,5970.669355035969
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,256,64,3.62377181998454,9042.511953785155
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,512,1,3.758302682021167,272.46341943095064
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,512,16,4.875355112017132,3360.5757167545635
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,512,32,6.038204278971534,5426.778970383105
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,512,64,8.25244761898648,7941.401512106631
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,1024,1,7.607693791040219,269.2011608579703
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,1024,16,10.84658745903289,3021.04234384901
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,1024,32,13.91756837698631,4708.868548357085
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,2048,1,15.932216096960474,257.0891566541976
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,2048,16,30.85593380301725,2123.93507253349
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,128,1,0.7551043959683739,339.02596961006446
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,128,16,0.9256543869851156,4424.977678051951
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,128,32,1.1032934020040557,7425.042137585344
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,128,64,1.4553018899750896,11258.145208813305
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,256,1,1.5142196360393427,338.1279622943003
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,256,16,1.8932805950171316,4326.88108754734
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,256,32,2.272047790000215,7211.115924633983
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,256,64,3.008185676007997,10892.944628166924
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,512,1,3.0422263339860365,336.59560058383875
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,512,16,3.9303510750178248,4168.584354751489
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,512,32,4.809938930964563,6812.560506548647
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,512,64,6.510178188967984,10066.698344917191
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,1024,1,6.15602214896353,332.6823637801263
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,1024,16,8.391668092051987,3904.825553221725
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,1024,32,10.699356195982546,6125.228359497726
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,2048,1,12.703635527053848,322.4273863396898
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,2048,16,21.41866840695729,3059.760707566318
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,128,1,0.5725795989856124,447.0994084552298
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,128,16,0.6759296630043536,6059.802112832586
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,128,32,0.782306139008142,10471.603879251596
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,128,64,0.9865543009946124,16607.29671289475
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,256,1,1.1524607979808934,444.26673852769824
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,256,16,1.4294418439967558,5730.908210364795
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,256,32,1.5987258400418796,10248.161122841932
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,256,64,2.0162164560169917,16252.223268097288
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,512,1,2.3883231339859776,428.7527032788906
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,512,16,2.850472190009896,5747.819627015242
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,512,32,3.340764610969927,9808.533020375367
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,512,64,4.307119341974612,15215.738129502308
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,1024,1,4.680378724006005,437.571427605988
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,1024,16,5.97178952395916,5487.132436354784
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,1024,32,7.235583656991366,9057.458680154432
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,2048,1,9.762435876007656,419.5674165774963
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,2048,16,14.286046555032954,4587.413302031538
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,128,1,0.5918101759743877,432.5711358012863
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,128,16,0.7429430360207334,5513.2086868174
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,128,32,0.8680436330032535,9437.313619428733
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,128,64,0.9262188079883344,17689.124706487662
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,256,1,1.2234908620011993,418.4747233522845
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,256,16,1.5461857629707083,5298.19908848507
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,256,32,1.5647828170331195,10470.462623729862
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,256,64,1.895170379022602,17290.26601655703
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,512,1,2.5424907130072825,402.7546668159912
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,512,16,2.80797727702884,5834.805051320123
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,512,32,3.269437160983216,10022.520203491447
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,512,64,4.081955608038697,16055.04966074063
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,1024,1,4.95567574998131,413.2635191089174
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,1024,16,5.897329950006679,5556.412864429078
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,1024,32,7.008357075043023,9351.121710589738
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,2048,1,9.716638537996914,421.5449596053813
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,2048,16,14.28113293898059,4588.991663337745
SambaNova SN40L,8,sambaflow,meta-llama/Meta-Llama-3-8B,128,1,0.2583,991.2 
SambaNova SN40L,8,sambaflow,meta-llama/Meta-Llama-3-8B,128,16,0.9990,4100.3 
SambaNova SN40L,8,sambaflow,meta-llama/Meta-Llama-3-8B,256,1,0.4545,1126.6 	 
SambaNova SN40L,8,sambaflow,meta-llama/Meta-Llama-3-8B,256,16,1.6336,5014.7
SambaNova SN40L,8,sambaflow,meta-llama/Meta-Llama-3-8B,512,1,0.8618,1188.2 	 
SambaNova SN40L,8,sambaflow,meta-llama/Meta-Llama-3-8B,512,16,2.8166,5816.9
SambaNova SN40L,8,sambaflow,meta-llama/Meta-Llama-3-8B,1024,1,1.6658,1229.4 	
SambaNova SN40L,8,sambaflow,meta-llama/Meta-Llama-3-8B,1024,16,5.3556,6118.5 
SambaNova SN40L,8,sambaflow,meta-llama/Meta-Llama-3-8B,2048,1,3.3564,1191.8 	
SambaNova SN40L,8,sambaflow,meta-llama/Meta-Llama-3-8B,2048,16,11.6914,5474.1 
SambaNova SN40L,8,sambaflow,mistralai/Mistral-7B-v0.1,128,1,0.2568,997.0 	
SambaNova SN40L,8,sambaflow,mistralai/Mistral-7B-v0.1,128,16,2.2799,1796.6 
SambaNova SN40L,8,sambaflow,mistralai/Mistral-7B-v0.1,256,1,0.4533,1129.6
SambaNova SN40L,8,sambaflow,mistralai/Mistral-7B-v0.1,256,16,2.9446,2782.1 
SambaNova SN40L,8,sambaflow,mistralai/Mistral-7B-v0.1,512,1,0.8575,1194.2 	
SambaNova SN40L,8,sambaflow,mistralai/Mistral-7B-v0.1,512,16,4.3886,3733.3 
SambaNova SN40L,8,sambaflow,mistralai/Mistral-7B-v0.1,1024,1,1.6557,1237.0 	
SambaNova SN40L,8,sambaflow,mistralai/Mistral-7B-v0.1,1024,16,7.0347,4658.1 
SambaNova SN40L,8,sambaflow,mistralai/Mistral-7B-v0.1,2048,1,3.3283,1201.8 	
SambaNova SN40L,8,sambaflow,mistralai/Mistral-7B-v0.1,2048,16,12.4705,5132.1 
SambaNova SN40L,8,sambaflow,meta-llama/Llama-2-7b-hf,128,1,0.3879,659.9 	
SambaNova SN40L,8,sambaflow,meta-llama/Llama-2-7b-hf,128,16,1.6981,2412.1 
SambaNova SN40L,8,sambaflow,meta-llama/Llama-2-7b-hf,256,1,0.6952,736.5 	
SambaNova SN40L,8,sambaflow,meta-llama/Llama-2-7b-hf,256,16,2.8003,2925.4 
SambaNova SN40L,8,sambaflow,meta-llama/Llama-2-7b-hf,512,1,1.3236,773.7 	
SambaNova SN40L,8,sambaflow,meta-llama/Llama-2-7b-hf,512,16,5.0480,3245.6 
SambaNova SN40L,8,sambaflow,meta-llama/Llama-2-7b-hf,1024,1,2.5662,798.1 	
SambaNova SN40L,8,sambaflow,meta-llama/Llama-2-7b-hf,1024,16,9.6285,3403.2 
SambaNova SN40L,8,sambaflow,meta-llama/Llama-2-7b-hf,2048,1,5.1612,775.0 	
SambaNova SN40L,8,sambaflow,meta-llama/Llama-2-7b-hf,2048,16,20.3976,3137.6 
SambaNova SN40L,8,sambaflow,meta-llama/Meta-Llama-3-70B,128,1,1.783,143.6 	 
SambaNova SN40L,8,sambaflow,meta-llama/Meta-Llama-3-70B,128,16,5.743,713.2
SambaNova SN40L,8,sambaflow,meta-llama/Meta-Llama-3-70B,256,1,3.273,156.5 	  
SambaNova SN40L,8,sambaflow,meta-llama/Meta-Llama-3-70B,256,16,9.253,885.4
SambaNova SN40L,8,sambaflow,meta-llama/Meta-Llama-3-70B,512,1,6.316,162.1 	 
SambaNova SN40L,8,sambaflow,meta-llama/Meta-Llama-3-70B,512,16,16.449,996.0
SambaNova SN40L,8,sambaflow,meta-llama/Meta-Llama-3-70B,1024,1,12.337,166.0  
SambaNova SN40L,8,sambaflow,meta-llama/Meta-Llama-3-70B,1024,16,30.800,1063.9
SambaNova SN40L,8,sambaflow,meta-llama/Meta-Llama-3-70B,2048,1,24.343,164.3 	
SambaNova SN40L,8,sambaflow,meta-llama/Meta-Llama-3-70B,2048,16,64.681,989.5 
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-70b-hf,128,1,7.6297366776663695,33.55292729162707
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-70b-hf,256,1,15.658988713666865,32.69687521730801
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-70b-hf,512,1,31.948751508166847,32.05133069873612
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-70b-hf,1024,1,63.94297653436709,32.02853715918702
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-70b-hf,2048,1,128.42795648930016,31.893367394203256
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-70b-hf,128,16,9.502711793930697,431.0348549785632
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-70b-hf,256,16,19.51217953559923,419.8403353686864
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-70b-hf,512,16,39.89025980190005,410.7268310952339
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-70b-hf,1024,16,81.89902201083314,400.10245782502307
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-70b-hf,2048,16,174.43617177316725,375.701893327615
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-70b-hf,512,64,65.74530583010055,996.8164140776615
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-70b-hf,1024,64,160.92727219563287,814.4797224963895
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-70b-hf,2048,64,443.05832090329494,591.6692851305628
AMD MI250 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,128,1,5.363217606234442,47.73254020169054
AMD MI250 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,256,1,11.074895946332253,46.230682661137095
AMD MI250 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,512,1,22.720011359266937,45.070400001465465
AMD MI250 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,1024,1,45.575878419104264,44.93605106559021
AMD MI250 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,2048,1,91.54862809415596,44.74124938046417
AMD MI250 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,128,16,6.0111870940677665,681.396192782321
AMD MI250 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,256,16,12.471124716170985,656.8774017132268
AMD MI250 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,512,16,25.69056675272295,637.7438130384357
AMD MI250 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,1024,16,52.1493948579339,628.348614385019
AMD MI250 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,2048,16,109.12924860854595,600.5356110815177
AMD MI250 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,128,32,7.094748015505805,1154.6569352563495
AMD MI250 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,256,32,14.690581474798575,1115.2723959978339
AMD MI250 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,512,32,30.396445605700137,1078.0207799643235
AMD MI250 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,1024,32,63.552336579797945,1031.2130682671489
AMD MI250 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,2048,32,138.1560469928023,948.7243074262876
AMD MI250 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,128,64,9.23861596379235,1773.4258101225964
AMD MI250 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,256,64,19.113849324034526,1714.3590202312726
AMD MI250 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,512,64,39.994289546766474,1638.6339335611117
AMD MI250 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,1024,64,85.51066814120665,1532.8145931868569
AMD MI250 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,2048,64,196.97673794516012,1330.8373503118066
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,128,1,1.8295688874665454,139.92367368822622
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,256,1,3.822773297466968,133.9341781892375
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,512,1,7.851589024133136,130.4194599147471
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,1,15.679958521033404,130.61259041296395
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,1,31.37313480116621,130.55756225698372
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,128,16,2.2803862601344007,1796.1869318396048
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,256,16,4.772599592167535,1716.4649666911407
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,512,16,10.228818412366914,1601.7490329275283
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,16,22.863321285366208,1433.2125937001697
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,16,56.82457771433352,1153.3037751632794
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,128,32,2.6473174408669973,3094.453227836975
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,256,32,5.639149560565905,2905.4026363428843
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,256,32,5.585841781598477,2933.1299812275493
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,512,32,12.692526248432113,2581.676756748703
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,32,31.16075610643311,2103.1582088751097
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,32,83.85880143199999,1563.008268205271
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,128,64,3.6595485606992346,4477.054950425221
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,256,64,8.25930967569875,3967.401791025323
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,512,64,20.209807787700264,3242.7819546054943
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,64,55.29232177079975,2370.528055293565
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,64,186.5227275253356,1405.4265851564533
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,128,1,1.4722065975336591,173.8886379322499
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,256,1,3.087606975666131,165.82421403862108
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,512,1,6.368513501965208,160.7910542521441
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,1024,1,12.658864801461458,161.78385914695602
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,2048,1,25.312343701536882,161.8182831387243
AMD MI250 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,64,187.19089615994017,1400.4099845540468
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,128,1,1.4684160144310832,174.3375157204231
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,2048,16,40.07638868170325,1635.2770834843275
AMD MI250 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,128,32,2.1485300383045494,3812.839408316805
